Регион,Год,Индекс_физического_объема,Экспорт,Импорт,Прибыль_от_продаж,Фондоотдача,ВРП
Пермский край,2009,100.272727272727,681199.87,2972919.628,898007076.0,4.30607204534589,539831.5
Пермский край,2010,100.272727272727,637971.57643,4316458.68282,1067053141.0,4.63495291813312,623116.8
Пермский край,2011,100.272727272727,767121.54062,6716451.16601,1427034511.0,5.21660604245529,840101.1
Пермский край,2012,100.272727272727,883826.48756,7837784.58585,1531667484.0,4.93515244618707,860342.7
Пермский край,2013,109.5,1088674.36001,6769302.69205,1583001767.0,4.4433372312518,880264.4
Пермский край,2014,81.0,1164640.129,7991491.217,1701166793.0,3.91850336068911,974192.9
Пермский край,2015,93.1,678609.20556,6358526.46544,1648371154.0,3.84785346838832,1063780.3
Пермский край,2016,96.7,713336.15992,4183755.49591,1602440072.0,3.34882735474755,1147634.0
Пермский край,2017,101.0,678358.31871,4983632.91492,1680820591.0,3.52661022574764,1245826.9
Пермский край,2018,92.4,792971.59414,5388540.10217,1943881285.0,3.6732071273047,1422704.6
Пермский край,2019,111.2,958469.40259,5506732.28543,2002194062.0,3.39287901772859,1495011.8
Приволжский федеральный округ,2002,102.536363636364,3132592.368,16985613.775,2337759441.0,1.43121379158962,1483309.6
Приволжский федеральный округ,2003,102.536363636364,3752695.551,20272126.029,2747173310.0,1.69098155087397,1807987.0
Приволжский федеральный округ,2004,102.536363636364,4065336.396,22126656.05549,3408490370.0,2.08262436958249,2284895.8
Приволжский федеральный округ,2005,108.5,5021289.67606,24864985.943,4472357543.0,2.51864952812112,2799035.9
Приволжский федеральный округ,2006,110.8,6342584.64955,30941349.1284,5595511772.0,3.09347462815969,3513341.6
Приволжский федеральный округ,2007,118.3,10311748.42147,38805698.333,7195608170.0,3.65978703079201,4330427.6
Приволжский федеральный округ,2008,105.7,13055268.78002,53229693.07645,8461649757.0,3.79822701353688,5324051.1
Приволжский федеральный округ,2009,102.536363636364,8470376.07543,31931317.77206,7529378175.0,2.92486032796946,4922531.5
Приволжский федеральный округ,2010,102.536363636364,10923988.11146,45010514.41364,9245463604.0,3.30377917996131,5709469.8
Приволжский федеральный округ,2011,102.536363636364,13994973.84722,56349208.86962,11449245054.0,3.65872592386191,7050735.5
Приволжский федеральный округ,2012,102.536363636364,14720069.74899,54765522.34548,12629897519.0,3.62262187602532,7864342.2
Приволжский федеральный округ,2013,104.6,16483677.82189,56930617.18352,13222308956.0,3.42954060781316,8474685.0
Приволжский федеральный округ,2014,98.9,17662701.82,63756073.3,14281299282.0,3.23841598598104,9185550.0
Приволжский федеральный округ,2015,92.5,11412226.90645,42082711.09803,14334360695.0,3.17205159585348,10068677.1
Приволжский федеральный округ,2016,92.3,10326169.4943256,31507210.23425,14938002809.0,3.11859367802057,11078328.3
Приволжский федеральный округ,2017,96.0,13581147.98165,37110395.0812,15931434744.0,3.18069598766576,11822590.9
Приволжский федеральный округ,2018,98.4,14828207.74195,43594414.0613,18360882950.0,3.38084964750323,13330797.0
Приволжский федеральный округ,2019,101.9,13978363.62246,39187880.23157,19258075885.0,3.2880191334921,14097809.7
Приморский край,2002,98.8727272727273,758867.118,789746.788,104715518.0,1.33972926466408,96832.3
Приморский край,2003,98.8727272727273,932526.59703,758765.194,118562927.0,1.51769255945833,119333.7
Приморский край,2004,98.8727272727273,1349406.61974,799765.032,141530935.0,1.79193140744127,152301.1
Приморский край,2005,100.0,2266104.302,946222.197,175102285.0,2.7040975452475,186623.3
Приморский край,2006,107.7,2542046.589,875751.634,200643451.0,3.49450239205335,215934.4
Приморский край,2007,110.8,4185888.19912,1101966.847,218556004.0,4.18827758335776,259041.4
Приморский край,2008,133.7,5692340.83554,847901.06699,251671740.0,4.70058089504953,316581.9
Приморский край,2009,98.8727272727273,2936534.65812,1046254.3488,307663067.0,4.51754562713311,368996.7
Приморский край,2010,98.8727272727273,5141560.53362,1417470.74077,393597526.0,3.18649978212171,470679.2
Приморский край,2011,98.8727272727273,5748241.58772,1681349.68358,438690502.0,2.93765904267239,549722.8
Приморский край,2012,98.8727272727273,6809337.02379,1981015.07207,528922032.0,2.82635895916287,557489.3
Приморский край,2013,54.8,8540676.59916,2961262.57658,592350007.0,2.73850105701122,577473.9
Приморский край,2014,107.0,7486839.186,3975049.296,680064094.0,2.75293915207136,642423.0
Приморский край,2015,78.7,3630964.21783,2707903.13892,737466722.0,3.17466904198145,717609.9
Приморский край,2016,82.8,3188397.93864,2175692.04143,703255286.0,2.88113683428387,860803.6
Приморский край,2017,95.0,3740221.09098,3073361.98154,736866981.0,2.76775767779446,906265.0
Приморский край,2018,101.7,4138068.07153,3414858.74829,1034027319.0,3.52024223225542,965485.2
Приморский край,2019,115.4,5204156.77226,3941441.26879,1189434954.0,3.60384492315844,1066724.7
Псковская область,2002,99.8,175277.364,122520.783,24487438.0,0.85787876299086,24098.9
Псковская область,2003,99.8,205399.495,144828.101,32384711.0,1.16984745367378,29488.4
Псковская область,2004,99.8,285202.518,271899.88334,39468248.0,1.34640529713806,35816.0
Псковская область,2005,84.6,286514.22001,354456.072,45194146.0,1.84438574972617,40582.9
Псковская область,2006,123.2,392047.181,354197.394,55494737.0,3.17115957195651,51464.9
Псковская область,2007,134.6,581733.32438,264518.995,71376490.0,3.77160419981338,61561.9
Псковская область,2008,102.1,874893.652,223440.972,83388233.0,4.44238034010049,73283.2
Псковская область,2009,99.8,629612.544,60768.522,74617127.0,4.78184152744814,74647.8
Псковская область,2010,99.8,1096842.18337,66205.65842,87282457.0,4.81678747064426,87066.0
Псковская область,2011,99.8,1355858.54797,67053.28649,104753431.0,4.95297380009979,100498.5
Псковская область,2012,99.8,1259054.15246,69644.2963,109122115.0,3.72077828215024,107547.5
Псковская область,2013,80.0,971677.19027,51547.16321,117696182.0,2.44980340025648,114676.2
Псковская область,2014,96.0,865743.988,295707.505,125149418.0,3.09944834681874,123825.6
Псковская область,2015,80.3,530272.43748,208382.85317,137827424.0,3.38525275282564,135239.5
Псковская область,2016,93.0,372728.16977,122955.43529,141536197.0,3.42955074050428,159206.1
Псковская область,2017,102.0,359628.27148,213944.66859,159804786.0,3.29993029182813,165858.1
Псковская область,2018,101.3,310191.98025,283478.55903,185211276.0,3.25040873655815,180730.3
Псковская область,2019,100.7,320677.83443,253752.81368,197269952.0,3.58377581046238,197129.6
Республика Адыгея,2002,112.681818181818,11901.028,2618.78,6759769.0,1.03992427275812,7909.9
Республика Адыгея,2003,112.681818181818,8514.484,61595.273,9110975.0,1.2416890744983,9849.3
Республика Адыгея,2004,112.681818181818,18565.64,5549.629,11070271.0,1.40018382668671,12493.2
Республика Адыгея,2005,102.8,7512.98,4833.32,12170522.0,1.58502093822474,17029.1
Республика Адыгея,2006,98.0,13190.834,5688.297,13684110.0,2.16686164644118,21132.4
Республика Адыгея,2007,227.7,17658.245,8976.062,16828364.0,3.44282805552192,29085.1
Республика Адыгея,2008,85.5,61409.566,14444.083,20448913.0,4.03586287829876,36134.4
Республика Адыгея,2009,112.681818181818,44679.682,9635.764,23406562.0,3.48542998763643,41511.5
Республика Адыгея,2010,112.681818181818,71470.73777,9082.72592,28382973.0,3.00727425669783,47194.5
Республика Адыгея,2011,112.681818181818,104331.63017,8579.06525,36857362.0,2.82359055235462,56803.3
Республика Адыгея,2012,112.681818181818,56847.81048,8073.62902,46804199.0,2.39599890282371,65300.4
Республика Адыгея,2013,97.7,63366.62436,8459.86268,54853839.0,2.46414676172552,70862.3
Республика Адыгея,2014,82.0,70749.469,13980.201,59337577.0,2.95372931772118,75622.5
Республика Адыгея,2015,77.9,52531.2658,31971.58682,65470608.0,3.59159016895183,84306.0
Республика Адыгея,2016,87.7,51566.83389,23965.39336,53851616.0,3.48581121860745,101102.7
Республика Адыгея,2017,107.0,48917.21008,38943.24666,58046220.0,4.1805217933455,109714.5
Республика Адыгея,2018,142.5,55771.33575,40342.13764,67530677.0,4.90585075226697,119961.8
Республика Адыгея,2019,130.7,68264.6293,28627.87352,65868351.0,4.45200534558902,132235.6
Республика Алтай,2002,109.727272727273,157574.81,28595.183,2300185.0,1.34242826527619,5310.6
Республика Алтай,2003,109.727272727273,119310.156,19780.205,2738253.0,1.56024683808121,6903.9
Республика Алтай,2004,109.727272727273,114860.227,50756.017,3364462.0,2.23388496698426,8516.7
Республика Алтай,2005,113.1,139622.544,43351.543,3484758.0,2.40300832887212,8805.8
Республика Алтай,2006,102.1,258599.008,54129.52,4051000.0,2.97630053164447,11609.4
Республика Алтай,2007,125.2,147380.521,20498.43,6932152.0,4.1236958395589,15108.5
Республика Алтай,2008,102.4,47019.184,28590.138,6561265.0,3.5135616360032,18701.0
Республика Алтай,2009,109.727272727273,15670.684,26695.338,5381394.0,2.30520462357485,19911.6
Республика Алтай,2010,109.727272727273,30494.50722,40600.6963,6055766.0,1.44800342866047,22393.7
Республика Алтай,2011,109.727272727273,102375.12197,31469.78925,5083462.0,1.86254327390508,26380.8
Республика Алтай,2012,109.727272727273,14429.43763,39480.77909,5267563.0,1.45161517286778,30444.6
Республика Алтай,2013,113.2,7058.62102,24032.65406,5545410.0,1.13364493440949,33313.5
Республика Алтай,2014,117.2,42008.954,25740.397,6031546.0,1.58788860564526,39191.9
Республика Алтай,2015,75.0,14181.78368,41855.68554,9814372.0,1.65693648388886,42165.7
Республика Алтай,2016,102.9,16284.15794,29876.16068,18363804.0,1.81129509353965,47434.9
Республика Алтай,2017,112.0,14417.29018,24928.6726,26740867.0,3.79353441213102,48415.2
Республика Алтай,2018,109.8,15540.5824,23648.60948,52761259.0,5.80788669853774,54069.4
Республика Алтай,2019,134.1,15111.77834,36696.91693,51921523.0,4.62307584414556,58976.8
Республика Башкортостан,2002,103.936363636364,290331.256,2405403.978,291375443.0,1.4809424661407,187842.2
Республика Башкортостан,2003,103.936363636364,312665.477,2718441.596,339861774.0,1.65977503615613,242920.5
Республика Башкортостан,2004,103.936363636364,317470.654,3463616.252,447397933.0,2.07661232040457,310845.1
Республика Башкортостан,2005,110.2,511342.339,5981641.031,566091549.0,2.55699749272532,381646.5
Республика Башкортостан,2006,109.6,443211.712,7284575.88982,709145613.0,3.08679745985606,505205.8
Республика Башкортостан,2007,120.1,816825.334,6435195.923,907373790.0,3.49426987280405,590054.1
Республика Башкортостан,2008,110.9,853379.942,7939818.693,1126076224.0,3.81047248829553,743133.4
Республика Башкортостан,2009,103.936363636364,508421.389,4529636.636,1042162966.0,3.07906835147484,647911.7
Республика Башкортостан,2010,103.936363636364,628159.89385,9135377.34418,1405731106.0,3.88166034161297,759203.3
Республика Башкортостан,2011,103.936363636364,927552.77168,10089248.57241,1715003290.0,4.49666659961887,941023.6
Республика Башкортостан,2012,103.936363636364,1199377.72652,9568159.1233,1883045462.0,4.76357240241178,1149384.6
Республика Башкортостан,2013,108.0,1039632.02154,10762726.11049,1957580295.0,4.21699652516849,1163219.0
Республика Башкортостан,2014,104.1,1190472.079,13855037.18,2046771964.0,3.95320102395524,1260010.4
Республика Башкортостан,2015,100.2,648948.85833,7519803.66465,2129779440.0,3.74523616629692,1316598.3
Республика Башкортостан,2016,104.2,631820.35719,5713907.34411,2172862547.0,3.41465195243522,1421517.6
Республика Башкортостан,2017,70.0,760851.07231,4273654.22058,2354399188.0,3.36897716884126,1487892.2
Республика Башкортостан,2018,92.4,1019394.28389,4464938.88266,2847128075.0,3.81814874254984,1739362.9
Республика Башкортостан,2019,113.6,735528.38659,4098483.80446,3012376281.0,3.76375719753343,1810091.0
Республика Бурятия,2002,104.390909090909,38437.575,217417.734,30474355.0,0.992447435033053,37884.5
Республика Бурятия,2003,104.390909090909,29339.718,331861.551,37134841.0,1.47881200321484,52253.7
Республика Бурятия,2004,104.390909090909,26976.6,275641.267,38688150.0,1.90544443633292,63918.5
Республика Бурятия,2005,92.0,29667.551,316430.145,43993886.0,2.47932859218978,74912.9
Республика Бурятия,2006,114.0,62146.064,233343.136,44826225.0,2.76657871331105,91712.4
Республика Бурятия,2007,122.3,188355.842,327643.691,55299070.0,3.30038536241121,107442.0
Республика Бурятия,2008,109.0,175215.516,334929.219,61433652.0,3.79627312530827,124738.5
Республика Бурятия,2009,104.390909090909,113661.62416,495324.53976,69211383.0,4.21027976112616,121187.7
Республика Бурятия,2010,104.390909090909,163458.49899,237970.36877,87700359.0,4.17680776159324,133525.6
Республика Бурятия,2011,104.390909090909,189275.38038,190644.03955,116279541.0,4.5743546218071,153624.1
Республика Бурятия,2012,104.390909090909,243262.6776,565795.71376,124905047.0,4.10559516912584,164737.8
Республика Бурятия,2013,92.7,143300.45951,1014359.79507,136823295.0,3.87370571608349,176888.9
Республика Бурятия,2014,83.2,146369.083,1278876.35,142287242.0,3.65709194571641,186492.9
Республика Бурятия,2015,90.5,112272.95688,1567721.69562,173165826.0,4.38923080778341,202823.4
Республика Бурятия,2016,78.1,59065.59304,960005.25764,152420866.0,3.54526564595541,220764.6
Республика Бурятия,2017,119.0,83054.43296,756035.64801,150334083.0,3.1096832174877,224594.1
Республика Бурятия,2018,107.3,105145.9683,949970.66065,192798930.0,2.2161438116642,258578.6
Республика Бурятия,2019,140.2,89021.4779,637799.3205,187573669.0,3.06101766680898,285832.2
Республика Дагестан,2002,112.009090909091,45596.999,74018.063,12371150.0,0.355467814517934,41441.0
Республика Дагестан,2003,112.009090909091,73004.616,61400.618,13515427.0,0.402613309418437,57626.7
Республика Дагестан,2004,112.009090909091,67763.49,45691.27,15363702.0,0.450905742285606,80712.4
Республика Дагестан,2005,126.6,134931.908,131181.984,19411887.0,0.785649981410424,90442.6
Республика Дагестан,2006,123.0,207937.606,63143.484,20606038.0,1.02532164117275,124153.5
Республика Дагестан,2007,128.7,241256.6,112151.275,35266080.0,0.960329749628107,156928.8
Республика Дагестан,2008,129.4,494507.954,252157.423,38930324.0,1.86290111314307,216277.2
Республика Дагестан,2009,112.009090909091,259668.473,55818.411,43537740.0,1.91429033168065,257832.7
Республика Дагестан,2010,112.009090909091,359909.14082,83062.79788,44215832.0,1.7857059899925,274354.2
Республика Дагестан,2011,112.009090909091,586117.18568,98909.11792,51029542.0,1.99115900698264,330322.8
Республика Дагестан,2012,112.009090909091,554863.75295,74490.70111,50827751.0,2.04291058936519,374710.3
Республика Дагестан,2013,109.2,618129.01428,37255.09379,47264335.0,1.79431065515404,452882.2
Республика Дагестан,2014,110.0,566457.244,57920.612,46725366.0,1.53078317638047,528131.3
Республика Дагестан,2015,102.1,306931.3588,55527.5213,52458496.0,1.42884366436772,569297.3
Республика Дагестан,2016,100.8,207779.98011,47327.06412,51235632.0,1.36446134629435,617587.6
Республика Дагестан,2017,95.0,155546.97184,55886.73969,61344836.0,2.5114735501506,639513.3
Республика Дагестан,2018,103.4,109493.8825,64219.18808,64431349.0,2.74702583370437,676060.8
Республика Дагестан,2019,103.9,104852.59262,61950.50489,76569280.0,2.22104173510876,718497.8
Республика Ингушетия,2002,96.7818181818182,115.302,18701.308,1794228.0,1.48400933204383,3582.1
Республика Ингушетия,2003,96.7818181818182,324.076,14040.9,1320318.0,1.11435018165834,4756.6
Республика Ингушетия,2004,96.7818181818182,16073.686,418842.492,1509903.0,0.971618710815319,6210.4
Республика Ингушетия,2005,148.8,4275.696,83190.589,1785990.0,1.08372945215821,7419.3
Республика Ингушетия,2006,85.3,9365.104,117778.278,1488442.0,1.07164754904193,9033.5
Республика Ингушетия,2007,166.3,3357.384,40985.469,2283457.0,0.998261148995373,16812.4
Республика Ингушетия,2008,60.7,3512.667,32732.864,3050860.0,1.51712874900099,19172.9
Республика Ингушетия,2009,96.7818181818182,4717.089,28605.956034382,3350757.0,1.7046835039892,18953.3
Республика Ингушетия,2010,96.7818181818182,10346.7416,34816.682381573,3583864.0,2.47274038933105,19929.1
Республика Ингушетия,2011,96.7818181818182,22948.63619,23377.806094382,5606527.0,3.39318974174328,26858.9
Республика Ингушетия,2012,96.7818181818182,20598.4706,23567.093034382,6838522.0,3.69038184519625,37413.9
Республика Ингушетия,2013,94.7,15864.46605,12919.695517191,5533771.0,1.8299501251778,45766.7
Республика Ингушетия,2014,53.3,15340.874,34817.700551573,4798221.0,0.833786108315788,51908.2
Республика Ингушетия,2015,104.3,11235.81559,335.00462,7219293.0,1.48183478291129,50091.0
Республика Ингушетия,2016,97.4,17922.84227,1205.95633,4839677.0,1.22084262055236,58141.5
Республика Ингушетия,2017,65.0,9105.35709,3690.35864,6518325.0,1.5948744656004,60855.8
Республика Ингушетия,2018,87.8,15885.37123,654.08726,6625834.0,1.78430449455222,67468.2
Республика Ингушетия,2019,101.0,6251.21603,4230.0172,4569531.0,1.3285571396343,73186.1
Республика Калмыкия,2002,109.072727272727,42190.008,24951.02,4582487.0,0.448406055229846,7272.3
Республика Калмыкия,2003,109.072727272727,44709.544,46302.639,4149529.0,0.364200357171245,6539.5
Республика Калмыкия,2004,109.072727272727,65254.286,56576.693,5308013.0,1.01171755914879,8518.5
Республика Калмыкия,2005,118.3,72480.902,43568.553,6086523.0,1.12734065337675,9685.7
Республика Калмыкия,2006,116.9,44890.856,34873.672,7311701.0,1.42612898687738,12844.1
Республика Калмыкия,2007,147.9,39627.717,12455.458,7776854.0,1.70997210924207,17225.8
Республика Калмыкия,2008,112.5,57903.336,11721.666,8218263.0,1.79525958308488,20789.7
Республика Калмыкия,2009,109.072727272727,56315.564,2177.248,9608530.0,2.42507657521371,23948.1
Республика Калмыкия,2010,109.072727272727,71292.74603,34201.65318,8750091.0,1.96481897715236,24404.1
Республика Калмыкия,2011,109.072727272727,66231.352,5330.1739,10989030.0,2.18161613742263,29318.7
Республика Калмыкия,2012,109.072727272727,54355.93166,677.97326,11628794.0,2.04001594537202,35897.8
Республика Калмыкия,2013,100.1,34639.16219,18774.5069134832,12447160.0,1.75658498476585,41165.9
Республика Калмыкия,2014,110.7,21295.246,1351.585,11481961.0,1.40578075662104,46680.6
Республика Калмыкия,2015,62.2,1092.826,1150.72311,7637988.0,1.8162205001154,51958.5
Республика Калмыкия,2016,71.4,34.89242,1463.62002,14416672.0,0.611685999953736,69564.2
Республика Калмыкия,2017,100.0,21511.7260583146,449.36482,8994643.0,2.18879971488486,80126.9
Республика Калмыкия,2018,132.6,15331.6124341573,14.63192,21356157.0,1.06792757751185,86107.1
Республика Калмыкия,2019,127.2,694.93083,4463.56704,17214888.0,0.879359226048657,88948.9
Республика Карелия,2002,96.9909090909091,126946.097,521593.024,43600061.0,0.744531632287423,41362.4
Республика Карелия,2003,96.9909090909091,174197.839,632559.329,51744150.0,1.17076200150545,46588.9
Республика Карелия,2004,96.9909090909091,182201.236,808549.05745,60234129.0,1.32472014263957,53964.1
Республика Карелия,2005,97.1,170211.739,990476.59001,85598453.0,1.85662412490453,77124.8
Республика Карелия,2006,107.2,187696.038,1140385.40738,88242961.0,2.16419159762042,84228.3
Республика Карелия,2007,90.1,331302.683,1213233.57662,108023248.0,2.93655129515878,104603.3
Республика Карелия,2008,106.7,385245.259,1371223.359,114766160.0,3.48499279918504,115208.2
Республика Карелия,2009,96.9909090909091,220773.096,1006492.202,103719751.0,2.96432784136647,105924.1
Республика Карелия,2010,96.9909090909091,239519.96019,1447263.95734,136233912.0,3.81005473357939,120511.3
Республика Карелия,2011,96.9909090909091,277008.90745,1369785.8775,162035785.0,3.98931791056251,154953.7
Республика Карелия,2012,96.9909090909091,293547.33657,1209229.24524,164861587.0,3.50768224322738,160841.5
Республика Карелия,2013,82.2,209377.67689,1045222.0467,160643673.0,3.13275768189327,178636.2
Республика Карелия,2014,85.8,219845.967,999625.903,169284694.0,2.77955997168675,191192.1
Республика Карелия,2015,90.6,146069.15392,690119.72474,167772965.0,3.0405996468245,212049.5
Республика Карелия,2016,109.5,179567.60921,669906.0756,182942546.0,3.10534790064199,248140.4
Республика Карелия,2017,111.0,240571.83141,1060792.86861,203336406.0,3.74445418131953,270802.5
Республика Карелия,2018,93.1,200365.47259,1224882.22512,230702655.0,3.72961171197284,300977.1
Республика Карелия,2019,93.6,186676.8137,911115.72258,242475261.0,3.16238544844961,325184.7
Республика Коми,2002,94.8272727272727,89883.531,1143509.429,121323612.0,1.14058026407605,86019.4
Республика Коми,2003,94.8272727272727,173859.132,1292292.445,144315270.0,1.67825267959613,107149.0
Республика Коми,2004,94.8272727272727,128845.135,687541.292,187565188.0,2.04770612460283,131588.0
Республика Коми,2005,131.5,125541.061,767871.471,249069954.0,2.5797016139414,171307.2
Республика Коми,2006,135.2,124385.716,853349.648,281110556.0,3.04176333941367,218490.7
Республика Коми,2007,74.4,227016.4,1075042.857,350083573.0,3.33606849018097,241150.5
Республика Коми,2008,111.9,370103.709,1181304.464,412282381.0,3.2499344439054,291812.1
Республика Коми,2009,94.8272727272727,350620.147,790912.35,394349922.0,2.51262308796065,302629.2
Республика Коми,2010,94.8272727272727,243685.52587,1042227.9307,473455271.0,2.78169022682844,353853.0
Республика Коми,2011,94.8272727272727,257026.21857,2472341.0615,678007928.0,3.38247770305238,435959.3
Республика Коми,2012,94.8272727272727,255266.42702,2212164.46456,720120193.0,3.25494520979331,479051.3
Республика Коми,2013,65.4,286742.56976,2662448.21149,835946137.0,3.53164971290894,482329.9
Республика Коми,2014,100.5,251678.651,3248977.646,876352035.0,3.14001102037632,484166.5
Республика Коми,2015,76.9,173747.05061,1674578.87787,861862649.0,2.26529804813523,528403.4
Республика Коми,2016,112.8,126183.36397,838510.52144,848377977.0,1.92574231970796,578649.1
Республика Коми,2017,63.0,134189.12083,978603.47147,913522900.0,1.91987073405848,608574.5
Республика Коми,2018,92.5,206372.75526,1022625.66397,1104033639.0,2.19943593621436,696242.2
Республика Коми,2019,79.0,152786.25791,979928.76349,1108334595.0,2.15602811212224,720665.3
Республика Марий Эл,2002,102.654545454545,15594.56,35276.835,20734140.0,1.18290066288347,17815.3
Республика Марий Эл,2003,102.654545454545,17969.693,83397.418,26413526.0,1.49182073397988,22987.3
Республика Марий Эл,2004,102.654545454545,33735.212,64784.499,32546253.0,1.77282663348509,30085.6
Республика Марий Эл,2005,105.0,30716.699,107689.599,41776218.0,2.43173839025576,33350.7
Республика Марий Эл,2006,119.8,26925.474,119459.01,52376714.0,3.78027660170825,43663.7
Республика Марий Эл,2007,136.7,42395.548,250673.942,71083797.0,4.53499118380564,55069.2
Республика Марий Эл,2008,100.3,72546.385,315022.68,80839872.0,4.71120856344274,65765.3
Республика Марий Эл,2009,102.654545454545,49601.37,250388.447,74970922.0,3.7269730807652,69271.5
Республика Марий Эл,2010,102.654545454545,59106.29465,411128.0278,90825121.0,3.96251149474877,82374.4
Республика Марий Эл,2011,102.654545454545,77424.9712,350020.73019,108998654.0,3.7859560023908,97323.3
Республика Марий Эл,2012,102.654545454545,97504.50357,561865.33446,122613430.0,3.90692162523852,117201.1
Республика Марий Эл,2013,138.1,124285.12072,360119.98003,129175527.0,3.44006445128726,125950.2
Республика Марий Эл,2014,100.1,146283.1,230633.251,167420098.0,3.57489853738264,143396.1
Республика Марий Эл,2015,76.0,84408.59524,411292.43266,184732552.0,4.03758220846476,171689.5
Республика Марий Эл,2016,65.5,50621.68207,220872.27059,172330293.0,3.49524501802154,170890.5
Республика Марий Эл,2017,85.0,78234.48397,338844.72427,192679103.0,3.64266151506364,178193.2
Республика Марий Эл,2018,110.4,95723.44922,467496.44553,162048712.0,2.97255938317398,192690.3
Республика Марий Эл,2019,92.3,96852.6087,346196.52057,192889986.0,2.98772531061172,204080.8
Республика Мордовия,2002,103.909090909091,32530.366,37394.06,34416175.0,1.66010045129104,27508.0
Республика Мордовия,2003,103.909090909091,40740.185,31992.032,43683609.0,2.01282072169378,33244.0
Республика Мордовия,2004,103.909090909091,44389.74,65580.451,54597083.0,2.41460902754553,38334.9
Республика Мордовия,2005,119.7,76117.518,54277.582,68976787.0,2.95383708547052,44267.0
Республика Мордовия,2006,118.8,79420.537,60510.368,93505637.0,3.43232849868038,57974.2
Республика Мордовия,2007,110.5,128877.339,67528.53,122908155.0,3.8832278461897,77048.8
Республика Мордовия,2008,113.2,255635.6301,114732.412,130703795.0,3.62613249026053,94058.3
Республика Мордовия,2009,103.909090909091,197723.254,136952.299,118635542.0,2.58869078252047,90862.4
Республика Мордовия,2010,103.909090909091,191433.15149,139570.07739,149887875.0,3.06166147204725,105343.8
Республика Мордовия,2011,103.909090909091,173772.43282,128215.45333,177120576.0,2.72928000710213,119955.2
Республика Мордовия,2012,103.909090909091,240174.38282,70040.81754,191825259.0,2.64896551480886,134315.6
Республика Мордовия,2013,102.8,137007.69221,76990.34901,197108624.0,2.51743142771582,148705.7
Республика Мордовия,2014,100.2,115429.188,228731.418,233832515.0,2.54802836782598,173872.7
Республика Мордовия,2015,100.5,122308.52759,121847.85857,234714605.0,2.56923397358189,180352.3
Республика Мордовия,2016,92.2,129262.69224,158539.54461,253651168.0,2.84532393972499,223297.8
Республика Мордовия,2017,109.0,151229.96242,215879.16787,265533192.0,2.85943467558202,236090.8
Республика Мордовия,2018,81.3,218452.84197,287093.02316,285467455.0,3.07084453818218,245675.6
Республика Мордовия,2019,94.8,173740.99547,269632.30022,296976468.0,2.79585754670649,263349.2
Республика Саха,2002,117.036363636364,37557.673,957369.985,120569240.0,1.38139807236396,115117.1
Республика Саха,2003,117.036363636364,48265.248,1085540.039,139994132.0,1.37086171889672,132964.1
Республика Саха,2004,117.036363636364,51328.192,1597668.655,177108721.0,1.71950864033719,153496.7
Республика Саха,2005,125.8,92570.821,1048622.173,201803384.0,1.76261495342067,183027.0
Республика Саха,2006,101.9,75313.975,1644813.663,217173304.0,1.78027872903039,206845.0
Республика Саха,2007,199.0,63578.807,1877481.822,258882425.0,1.58879018273119,242656.5
Республика Саха,2008,112.0,95825.734,2040838.207,286585311.0,1.33048848338115,309518.3
Республика Саха,2009,117.036363636364,87483.475,1380640.976,302729243.0,1.16578618938483,328201.7
Республика Саха,2010,117.036363636364,74648.12226,3036476.91316,359428092.0,1.33921847229222,386825.1
Республика Саха,2011,117.036363636364,183188.68525,4238343.89534,479969688.0,1.59246503337936,486830.9
Республика Саха,2012,117.036363636364,144080.53339,4641470.96302,424814269.0,1.5038886182765,541306.8
Республика Саха,2013,89.6,170140.00571,3995947.74665,397351293.0,1.37882921029721,570284.7
Республика Саха,2014,102.4,75737.52,5050257.906,499227550.0,1.50219640323603,658140.4
Республика Саха,2015,100.3,187234.09011,3791723.6824,556644320.0,1.58551918393511,747601.7
Республика Саха,2016,128.8,98967.07796,4463532.59587,667087803.0,1.57487043077644,889449.3
Республика Саха,2017,135.0,147678.06275,4800212.79186,607057858.0,1.3557732959258,942029.6
Республика Саха,2018,101.9,271721.61519,4643015.34916,756149344.0,1.47832084557029,1126774.7
Республика Саха,2019,90.7,267267.66656,3979287.18215,785807951.0,1.32589901720766,1220319.8
Республика Северная Осетия-Алания,2002,108.609090909091,63590.46,90437.035,10308229.0,0.853780406907423,15997.5
Республика Северная Осетия-Алания,2003,108.609090909091,83879.252,46403.316,12062354.0,0.844640422237111,18925.2
Республика Северная Осетия-Алания,2004,108.609090909091,42058.278,38505.325,15629742.0,0.9061915636728,24268.0
Республика Северная Осетия-Алания,2005,110.7,52467.231,63224.622,22255265.0,1.24783035546062,31182.2
Республика Северная Осетия-Алания,2006,100.4,57608.954,113846.994,24265651.0,1.39185203268967,43341.2
Республика Северная Осетия-Алания,2007,162.5,61360.674,131528.123,26673499.0,1.59678550831501,52804.8
Республика Северная Осетия-Алания,2008,96.2,65975.976,95872.125,23297798.0,1.43272054196142,57707.4
Республика Северная Осетия-Алания,2009,108.609090909091,38315.731,87174.812,24365839.0,1.73988708242961,64081.4
Республика Северная Осетия-Алания,2010,108.609090909091,72922.15268,71212.49351,23424311.0,1.69238575245941,75327.4
Республика Северная Осетия-Алания,2011,108.609090909091,156966.62116,69169.83211,26336002.0,1.56260794721861,85876.7
